title,price,href,address,year,content,area 
"3-комнатная квартира, Щепкина, 37",40000000,/obyavleniya/prodazha-kvartiry-72.9m-v-almaty-3079228/,"['Щепкина', '37']",1972,"кирпичный. Пластиковые окна, не угловая, улучшенная, комнаты изолированы, кладовка, счётчики, тихий двор.    Продам просторную и уютную квартиру. Кирпич. Зимой тепло, а летом даже...",72.9
"3-комнатная квартира, Тимирязева, 32",35000000,/obyavleniya/prodazha-kvartiry-62m-v-almaty-3079225/,"['Тимирязева', '32']",1974,"панельный. Пластиковые окна, не угловая, комнаты изолированы, встроенная кухня, кладовка, счётчики, тихий двор.    Отличная квартира в одном из лучших районов города. Дом...",62
"2-комнатная квартира, Орбита-1 мкр-н, 38",26300000,/obyavleniya/prodazha-kvartiry-45m-v-almaty-3079221/,"['Орбита-1 мкр-н', '38']",1975,"панельный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, без лифта, косметический ремонт, также имеются: телефон, интернет, кабельное...",45
title,price,href,address,year,content,area
"2-комнатная квартира, Кашгарская, 6",25500000,/obyavleniya/prodazha-kvartiry-42m-v-almaty-3079218/,"['Кашгарская', '6']",1974,"панельный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, без лифта, косметический ремонт, также имеются: телефон, интернет, кабельное...",42
"1-комнатная квартира, Муратбаева, 64",21500000,/obyavleniya/prodazha-kvartiry-30.9m-v-almaty-3079219/,"['Муратбаева', '64']",1976,"панельный. Не угловая.    Уютная однокомнатная квартира в центре города, перед окном сквер для прогулки. В шаговой доступности - детский сад, школы, рынки, салоны красоты,...",30.9
"3-комнатная квартира, Тлендиева, 223",52500000,/obyavleniya/prodazha-kvartiry-81m-v-almaty-3079215/,"['Тлендиева', '223']",2011,"ЖК Жагалау, монолитный. Пластиковые окна, комнаты изолированы, кухня-студия, встроенная кухня, счётчики, тихий двор, кондиционер.    Светлая и уютная квартира с прекрасным видом на...",81
"2-комнатная квартира, Кима, 46",24000000,/obyavleniya/prodazha-kvartiry-45m-v-almaty-3079210/,"['Кима', '46']",1967,"панельный. Продаю квартиру с евроремонтом! Полностью с мебелью! С связи с расширением квартиры! Есть рядом школы, садики, Акимат! Очень добротный красивый, со свежим ремонтом!   ...",45
"4-комнатная квартира, Жуалы, 5",45500000,/obyavleniya/prodazha-kvartiry-132m-v-almaty-3079207/,"['Жуалы', '5']",2015,"ЖК Премьера, монолитный. Кондиционер, комнаты изолированы, пластиковые окна, кладовка.    Продается квартира с мебелью.    Доп. описание: санузел раздельный, пластиковые окна, в...",132
"2-комнатная квартира, Аксай-1а мкр-н, 33",35500000,/obyavleniya/prodazha-kvartiry-65m-v-almaty-3079204/,"['Аксай-1а мкр-н', '33']",2008,"монолитный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, лифт пассажирский, лифт грузовой, современный ремонт, также имеются: телефон,...",65
"3-комнатная квартира, Байтурсынова, 74",48500000,/obyavleniya/prodazha-kvartiry-84m-v-almaty-3079203/,"['Байтурсынова', '74']",1973,"кирпичный. Пластиковые окна, тихий двор, кондиционер, не угловая, улучшенная, комнаты изолированы, кладовка.    Самый центр города! Продаётся 3-комнатная квартира «Совминовский...",84
"1-комнатная квартира, Аксай-1а мкр-н, 30",14500000,/obyavleniya/prodazha-kvartiry-40m-v-almaty-3079201/,"['Аксай-1а мкр-н', '30']",2007,"монолитный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, лифт пассажирский, лифт грузовой, косметический ремонт, также имеются: телефон,...",40
"1-комнатная квартира, Саина, 18",18500000,/obyavleniya/prodazha-kvartiry-32m-v-almaty-3079196/,"['Саина', '18']",1976,"панельный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, наземный паркинг, без лифта, косметический ремонт, также имеются: телефон, интернет, кабельное...",32
"2-комнатная квартира, Кулагер мкр-н, 35",29000000,/obyavleniya/prodazha-kvartiry-75.2m-v-almaty-3079195/,"['Кулагер мкр-н', '35']",2005,"панельный. Кондиционер, пластиковые окна, кухня-студия, встроенная кухня, тихий двор.    Тихий район, рядом 148 школа, поликлиника, два садика, акимат, ЦОН, везде камеры, есть...",75.2
"3-комнатная квартира, Прокофьева, 140",62500000,/obyavleniya/prodazha-kvartiry-130m-v-almaty-3066314/,"['Прокофьева', '140']",2011,"ЖК Мега Сайран (Манхеттен), монолитный. Прошу вашему вниманию трехкомнатную квартиру, ЖК Манхеттен, в Алмалинском районе. Квартира в хорошем состоянии, с документами все отлично,...",130
"4-комнатная квартира, Мауленова, 111",78000000,/obyavleniya/prodazha-kvartiry-137m-v-almaty-3078099/,"['Мауленова', '111']",2008,"ЖК Жастар Атамекен, монолитный. Уважаемые жители и гости г. Алматы. Представляем вашему вниманию 4-комнатную квартиру в самом центре города, на пересечений улиц Шевченко и...",137
"3-комнатная квартира, Кожамкулова, 117",37000000,/obyavleniya/prodazha-kvartiry-72m-v-almaty-3078091/,"['Кожамкулова', '117']",1979,"панельный. Пластиковые окна, не угловая, улучшенная, комнаты изолированы, встроенная кухня, счётчики, тихий двор, кондиционер.    Продается 3-комнатная квартира. Дом расположен у...",72
"2-комнатная квартира, Брусиловского, 159",37500000,/obyavleniya/prodazha-kvartiry-63m-v-almaty-3078089/,"['Брусиловского', '159']",2010,"ЖК Алтын Булак 1, монолитный. Международная компания «Этажи» представляем Вашему вниманию уютную квартиру в тихом и комфортном для проживания районе. Вблизи дома есть детские...",63
"1-комнатная квартира, Жарокова, 93",21000000,/obyavleniya/prodazha-kvartiry-30.4m-v-almaty-3078084/,"['Жарокова', '93']",1975,"панельный. Международная компания «Этажи» представляем Вашему вниманию уютную квартиру в тихом и комфортном для проживания районе. Вблизи дома есть детские площадки, футбольные...",30.4
"2-комнатная квартира, Айтиева, 46",37000000,/obyavleniya/prodazha-kvartiry-63m-v-almaty-3078079/,"['Айтиева', '46']",2005,"монолитный. Продается 2-комнатная квартира в хорошем состоянии. Полностью меблирована. Есть детская площадка, школа в пешей доступности. Сзади дома красивый сквер для прогулок с...",63
"3-комнатная квартира, Думан-2 мкр-н, 6",37500000,/obyavleniya/prodazha-kvartiry-82m-v-almaty-3078080/,"['Думан-2 мкр-н', '6']",2011,"ЖК Меркур Град, монолитный. Уважаемые гости южной столицы и жители города Алматы! Представляю вашему вниманию 3-комнатную квартиру в благоприятном районе города. Отличный вариант...",82
"3-комнатная квартира, Джандосова, 34",40000000,/obyavleniya/prodazha-kvartiry-70m-v-almaty-3078072/,"['Джандосова', '34']",1988,"монолитный. Продается 3-комнатная квартира без ремонта.    Доп. описание: санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, лифт пассажирский,...",70
"3-комнатная квартира, Тастак-2 мкр-н, 21",34500000,/obyavleniya/prodazha-kvartiry-67m-v-almaty-3078071/,"['Тастак-2 мкр-н', '21']",1986,"панельный. Пластиковые окна, улучшенная, комнаты изолированы, встроенная кухня, счётчики, тихий двор.    Хороший спальный район, школа садик рядом в двух шагах от квартиры. Звоните...",67
"2-комнатная квартира, Мустафина, 35",35500000,/obyavleniya/prodazha-kvartiry-68m-v-almaty-3078066/,"['Мустафина', '35']",2009,"ЖК Дуэт, монолитный. Продается 2-комнатная квартира в ЖК Дуэт на 10/15 этаже. Рядом имеются общеобразовательные школы, дошкольный центр для детей, аптека в соседнем доме, КазГАСА,...",68
"2-комнатная квартира, Жуалы, 13",34500000,/obyavleniya/prodazha-kvartiry-108m-v-almaty-3078064/,"['Жуалы', '13']",2013,"ЖК Премьера, монолитный. Продается квартира по очень привлекательной цене. Хорошая и развитая инфраструктура. Район отличный. Рядом есть школа, удобная транспортная развязка. Все в...",108
"3-комнатная квартира, Масанчи, 98",73000000,/obyavleniya/prodazha-kvartiry-127.5m-v-almaty-3078061/,"['Масанчи', '98']",2005,"ЖК Куат по Масанчи/Абая, монолитный. Санузел раздельный, пластиковые окна, в доме есть: закрытый двор, ворота, охрана, видеонаблюдение, подземный паркинг, лифт пассажирский,...",127.5
"1-комнатная квартира, Шагабутдинова, 31",18000000,/obyavleniya/prodazha-kvartiry-28m-v-almaty-3078055/,"['Шагабутдинова', '31']",1987,"панельный. Международная компания «Этажи» представляем Вашему вниманию уютную квартиру в тихом и комфортном для проживания районе. Вблизи дома есть детские площадки, футбольные...",28
"2-комнатная квартира, Садвакасова, 35",55600000,/obyavleniya/prodazha-kvartiry-93m-v-almaty-3078053/,"['Садвакасова', '35']",2018,"ЖК Alim, монолитный. Продается 2-комнатная квартира улучшенной планировки 93м2 на 5 этаже. Не угловая, пластиковые окна, проводной интернет, комнаты изолированы, встроенная кухня,...",93
"2-комнатная квартира, Валиханова, 25",23500000,/obyavleniya/prodazha-kvartiry-42m-v-almaty-3078052/,"['Валиханова', '25']",1974,"панельный. Международная компания «Этажи» представляем Вашему вниманию уютную квартиру в тихом и комфортном для проживания районе. Вблизи дома есть детские площадки, футбольные...",42
title,price,href,address,year,content,area
"3-комнатная квартира, Аксай-4 мкр-н, 28",32000000,/obyavleniya/prodazha-kvartiry-66.1m-v-almaty-3078051/,"['Аксай-4 мкр-н', '28']",1992,"монолитный. Все в шаговой доступности: школа, детский сад, супермаркеты.    Доп. описание: санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует,...",66.1
"4-комнатная квартира, Бородина, 10",28500000,/obyavleniya/prodazha-kvartiry-67m-v-almaty-3078050/,"['Бородина', '10']",1971,"панельный. Новая сантехника, кладовка, счётчики, тихий двор, кондиционер, удобно под коммерцию.    Срочно продам уютную, теплую квартиру. Отделка стен, евроремонт, байрамикс и...",67
"3-комнатная квартира, Коктем-2 мкр-н, 6",36500000,/obyavleniya/prodazha-kvartiry-60m-v-almaty-3078045/,"['Коктем-2 мкр-н', '6']",1976,"кирпичный. Пластиковые окна, тихий двор, не угловая, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, кладовка, счётчики.    Продам 3-комнатную квартиру в...",60
"3-комнатная квартира, Абдуллиных, 16",31500000,/obyavleniya/prodazha-kvartiry-65m-v-almaty-3078042/,"['Абдуллиных', '16']",1987,"панельный. Пластиковые окна, не угловая, улучшенная, комнаты изолированы, кухня-студия, новая сантехника, счётчики, тихий двор, кондиционер.    В шаговой доступности - Зелёный...",65
"2-комнатная квартира, Кабанбай батыра, 238",31500000,/obyavleniya/prodazha-kvartiry-57.8m-v-almaty-3078043/,"['Кабанбай батыра', '238']",1988,"кирпичный. Продается 2-комнатная квартира, улучшенной планировки. В тихом уютном районе. В шаговой доступности - медицинские центры, школы, детские сады. Квартира очень теплая,...",57.8
"2-комнатная квартира, Утепова, 19",27500000,/obyavleniya/prodazha-kvartiry-42m-v-almaty-3078041/,"['Утепова', '19']",1962,"панельный. Пластиковые окна, новая сантехника, счётчики, тихий двор.    Пластиковые окна, улучшенная, встроенная кухня, новая сантехника, счётчики, тихий двор. Продам 2-комнатную с...",42
"2-комнатная квартира, 1 мкр-н, 7",23000000,/obyavleniya/prodazha-kvartiry-43.9m-v-almaty-3078037/,"['1 мкр-н', '7']",1963,"панельный. Кондиционер, пластиковые окна, не угловая, кладовка, тихий двор.    1 мкр-н. Жубанова/Алтынсарина. Очень удобное расположение. Уютная, зимой очень тёплая квартира,...",43.9
"1-комнатная квартира, Утепова, 6",22000000,/obyavleniya/prodazha-kvartiry-40.5m-v-almaty-3078035/,"['Утепова', '6']",1987,кирпичный. Продаётся квартира на 1 этаже. Вдоль улицы Утепова. Квартира тёплая. Требуется ремонт. Хорошо под коммерцию. Два окна выходят на ул Утепова.    Международная компания...,40.5
"4-комнатная квартира, 1 мкр-н, 20",25500000,/obyavleniya/prodazha-kvartiry-73m-v-almaty-3078028/,"['1 мкр-н', '20']",1968,"панельный. Пластиковые окна, не угловая, кухня-студия, новая сантехника, счётчики, тихий двор.    Срочно продам 4-комнатную квартиру    Доп. описание: санузел совмещенный,...",73
"2-комнатная квартира, Навои, 37",41500000,/obyavleniya/prodazha-kvartiry-70m-v-almaty-3078026/,"['Навои', '37']",2016,"ЖК Науаи, монолитный. Не угловая, улучшенная, комнаты изолированы, счётчики, тихий двор.  Продается улучшенная 2-комнатная квартира в ЖК Навои, монолитный дом 2016 года (застройщик...",70
"3-комнатная квартира, Туркебаева, 246",28500000,/obyavleniya/prodazha-kvartiry-58.6m-v-almaty-3078024/,"['Туркебаева', '246']",1981,"панельный. Продаём 3-комнатную квартиру - 60 кв. м на 5/5 этаже, не угловая, требуется косметический ремонт, частично с мебелью и бытовой техникой, также есть интернет (Wi-Fi)....",58.6
"3-комнатная квартира, Егизбаева, 7",55500000,/obyavleniya/prodazha-kvartiry-87m-v-almaty-3078021/,"['Егизбаева', '7']",2016,"ЖК Асыл Тау, монолитный. Продам светлую, уютную квартиру, полностью меблированную. Рассматриваем ипотеку. Очень хороший закрытый двор, на территории двора находится новый гос....",87
"2-комнатная квартира, Кунаева, 49",30000000,/obyavleniya/prodazha-kvartiry-46m-v-almaty-3078017/,"['Кунаева', '49']",1977,"кирпичный. Не угловая, улучшенная, комнаты изолированы, тихий двор.    В центре. В шаговой доступности все знаковые объекты: парк, Вознесенский собор, Зеленый базар, баня Арасан,...",46
"1-комнатная квартира, Назарбаева, 189",23000000,/obyavleniya/prodazha-kvartiry-36m-v-almaty-3078014/,"['Назарбаева', '189']",1974,"панельный. Предлагаем вашему вниманию шикарную квартиру в центре города. Кирпичный дом всегда славился своей прочностью и практичностью, проверенный годами. Рядом яркая детская...",36
"4-комнатная квартира, Розыбакиева - Ескараева",98000000,/obyavleniya/prodazha-kvartiry-142m-v-almaty-3077609/,['Розыбакиева\xa0- Ескараева'],2021,"ЖК 4You, монолитный. Бизнес класс.
Шикарная планировка.
Удачное расположение.
Ремонт можно заказать.
Юридическое сопровождение.
Звоните.",142
"3-комнатная квартира, Орбита-2 мкр-н, 12",33500000,/obyavleniya/prodazha-kvartiry-60m-v-almaty-3066137/,"['Орбита-2 мкр-н', '12']",1983,"панельный. Продаётся 3-комнатная квартира в мкр-не Орбита-2. Квартира находится на 1 этаже. Квартира не угловая, светлая, чистая. Пластиковые окна, тихий двор, кондиционер, комнаты...",60
"3-комнатная квартира, Назарбаева, 272",32500000,/obyavleniya/prodazha-kvartiry-52m-v-almaty-3066119/,"['Назарбаева', '272']",1965,"кирпичный. 3-комнатная квартира в востребованном районе города, на Назарбаева/Хаджимукана.    Квартира продается с гаражом. Двор тихий, зеленый.  Состояние квартиры среднее, пол -...",52
"2-комнатная квартира, Торайгырова, 19",36500000,/obyavleniya/prodazha-kvartiry-51m-v-almaty-3066062/,"['Торайгырова', '19']",2011,"ЖК Толе би Тау, монолитный. Уважаемые клиенты и гости города Алматы! Вашему вниманию представляется супер вариант по привлекательной цене. Рядом с квартирой расположены детские...",51
"3-комнатная квартира, Райымбека, 150",40500000,/obyavleniya/prodazha-kvartiry-80m-v-almaty-3077525/,"['Райымбека', '150']",1986,"кирпичный. Пластиковые окна, улучшенная, комнаты изолированы.    Дом сейсмостойкий, квартира продаётся первый раз, удобное местоположение, рядом Магнум, скверы, школы, детский сад,...",80
"1-комнатная квартира, Байкадамова, 32",22500000,/obyavleniya/prodazha-kvartiry-31.2m-v-almaty-3077522/,"['Байкадамова', '32']",1971,"панельный. Встроенная кухня, комнаты изолированы, новая сантехника, не угловая, пластиковые окна, тихий двор, счётчики.    Продаётся чистая и светлая квартира. Свежий ремонт, новая...",31.2
"3-комнатная квартира, Айнабулак-3 мкр-н, 135",33500000,/obyavleniya/prodazha-kvartiry-80m-v-almaty-3077523/,"['Айнабулак-3 мкр-н', '135']",1984,"панельный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, без лифта, косметический ремонт, также имеются: телефон, интернет, кабельное...",80
"3-комнатная квартира, Толе би, 218",44000000,/obyavleniya/prodazha-kvartiry-80m-v-almaty-3077520/,"['Толе би', '218']",1990,"панельный. Пластиковые окна, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, кладовка, счётчики, тихий двор.    Срочно продам 3-комнатную квартиру улучшенной...",80
"3-комнатная квартира, Орбита-3 мкр-н, 5",53500000,/obyavleniya/prodazha-kvartiry-80m-v-almaty-3077521/,"['Орбита-3 мкр-н', '5']",1982,"монолитный. Пластиковые окна, не угловая, улучшенная, комнаты изолированы, кухня-студия, новая сантехника, кладовка, счётчики, тихий двор.    Монолитный дом, золотой квадрат в...",80
"3-комнатная квартира, Кулагер мкр-н, 77",30500000,/obyavleniya/prodazha-kvartiry-75m-v-almaty-3077519/,"['Кулагер мкр-н', '77']",2005,"кирпичный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, без лифта, косметический ремонт, также имеются: телефон, интернет, кабельное...",75
"3-комнатная квартира, Айтеке би, 200",43000000,/obyavleniya/prodazha-kvartiry-73m-v-almaty-3077514/,"['Айтеке би', '200']",1996,"кирпичный. Пластиковые окна, тихий двор, кондиционер, не угловая, улучшенная, комнаты изолированы, кухня-студия, счётчики.    Продаётся тёплая квартира в кирпичном ведомственном...",73
title,price,href,address,year,content,area
"3-комнатная квартира, Гагарина, 133",45500000,/obyavleniya/prodazha-kvartiry-91m-v-almaty-3077508/,"['Гагарина', '133']",2015,"ЖК Оркендеу, монолитный. Пластиковые окна, не угловая, счётчики.    Продам одну из лучших квартир ЖК Бес Тулга по расположению: вид на горы, 6 этаж (всего 21 этаж), общая площадь:...",91
"2-комнатная квартира, Аксай-1а мкр-н, 3",25500000,/obyavleniya/prodazha-kvartiry-53m-v-almaty-3077509/,"['Аксай-1а мкр-н', '3']",2001,"монолитный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, лифт пассажирский, косметический ремонт, также имеются: телефон, интернет,...",53
"2-комнатная квартира, Акбулак мкр-н, 8",19500000,/obyavleniya/prodazha-kvartiry-51m-v-almaty-3077504/,"['Акбулак мкр-н', '8']",2011,"монолитный. Пластиковые окна, не угловая, улучшенная, комнаты изолированы, счётчики.    Продается просторная чистая квартира. Очень удобное расположение для проживания, рядом 3...",51
"3-комнатная квартира, Жарокова, 37",34500000,/obyavleniya/prodazha-kvartiry-58.7m-v-almaty-3077500/,"['Жарокова', '37']",1994,"панельный. Пластиковые окна, не угловая, комнаты изолированы, встроенная кухня, кладовка, счётчики, тихий двор, кондиционер.    Продается 3-комнатная квартира на 3 этаже, в хорошем...",58.7
"2-комнатная квартира, Кулагер мкр-н, 64",28500000,/obyavleniya/prodazha-kvartiry-62m-v-almaty-3077501/,"['Кулагер мкр-н', '64']",2005,"кирпичный. Пластиковые окна, тихий двор. Есть цокольный этаж.    Дом расположен рядом со школой. Чистый, уютный, с приятной атмосферой, хороший, свежий ремонт, природный газ,...",62
"2-комнатная квартира, Сатпаева, 90",50500000,/obyavleniya/prodazha-kvartiry-66m-v-almaty-3077498/,"['Сатпаева', '90']",2015,"ЖК Riviera, монолитный. Международная компания «Этажи» представляем Вашему вниманию уютную квартиру в тихом и комфортном для проживания районе. Вблизи дома есть детские площадки,...",66
"2-комнатная квартира, Масанчи, 98",50000000,/obyavleniya/prodazha-kvartiry-90m-v-almaty-3077493/,"['Масанчи', '98']",2004,"ЖК Куат по Масанчи/Абая, монолитный. Пластиковые окна, кухня-студия, тихий двор, кондиционер.    Отличная квартира в самом центре Алматы. Лучшая планировка в этом ЖК. Окна на горы...",90
"2-комнатная квартира, Мухамеджанова, 9",36500000,/obyavleniya/prodazha-kvartiry-63.2m-v-almaty-3077491/,"['Мухамеджанова', '9']",1997,"кирпичный. Международная компания «Этажи» представляем Вашему вниманию уютную квартиру в тихом и комфортном для проживания районе. Вблизи дома есть детские площадки, футбольные...",63.2
"1-комнатная квартира, Тулебаева, 19",25500000,/obyavleniya/prodazha-kvartiry-37.7m-v-almaty-3077488/,"['Тулебаева', '19']",1990,кирпичный. Вашему вниманию представлена замечательная не угловая квартира в кирпичном доме находящимся в центре города. Первый этаж высокий цоколь. кладовые в сухом и чистом...,37.7
"1-комнатная квартира, Аксай-4 мкр-н, 4",21000000,/obyavleniya/prodazha-kvartiry-40m-v-almaty-3077486/,"['Аксай-4 мкр-н', '4']",1989,"панельный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, лифт пассажирский, лифт грузовой, косметический ремонт, также имеются: телефон,...",40
"1-комнатная квартира, Аксай-4 мкр-н, 16",24500000,/obyavleniya/prodazha-kvartiry-40m-v-almaty-3077485/,"['Аксай-4 мкр-н', '16']",2010,"монолитный. Продается квартира по очень привлекательной цене. Хорошая и развитая инфраструктура. Район отличный. Рядом есть школа, удобная транспортная развязка. Все в шаговой...",40
"3-комнатная квартира, Сатпаева, 90",42000000,/obyavleniya/prodazha-kvartiry-86m-v-almaty-3077484/,"['Сатпаева', '90']",2020,"ЖК Акварель, монолитный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, лифт пассажирский, лифт грузовой, черновая отделка, также имеются:...",86
"3-комнатная квартира, Курмангазы, 97",63500000,/obyavleniya/prodazha-kvartiry-96m-v-almaty-3077479/,"['Курмангазы', '97']",2018,"ЖК Центральный, монолитный. Продается квартира по очень привлекательной цене. Хорошая и развитая инфраструктура. Район отличный. Рядом есть школа, удобная транспортная развязка....",96
"1-комнатная квартира, Шевченко, 85",19000000,/obyavleniya/prodazha-kvartiry-25m-v-almaty-3077478/,"['Шевченко', '85']",2019,"ЖК Молодежный, монолитный. Пластиковые окна, не угловая, новая сантехника, счётчики, тихий двор, удобно под коммерцию.    - Продается коммерческое помещение 25 кв.м, в центре...",25
"3-комнатная квартира, Абая - Тлендиева",37000000,/obyavleniya/prodazha-kvartiry-74.4m-v-almaty-3020070/,['Абая\xa0- Тлендиева'],1975,"панельный. Изолированные комнаты, перепланировка, не угловая, ремонт, санузел совместный, кладовая, домофон, лоджия, застекленная лоджия, пластиковые окна, кондиционер, встроенная...",74.4
"1-комнатная квартира, Хан Шатыр, 3",24000000,/obyavleniya/prodazha-kvartiry-48.1m-v-almaty-3039791/,"['Хан Шатыр', '3']",2013,"монолитный. Квартира после капитального ремонта. Во дворе детская площадка, парковка. Рядом - магазин ""Магнум"", детские сады, школы, ЦОН, спортивный комплекс ""Алматы...",48.1
"3-комнатная квартира, Самал-2 мкр-н, 33",89900000,/obyavleniya/prodazha-kvartiry-112m-v-almaty-3076895/,"['Самал-2 мкр-н', '33']",2017,"ЖК Samal Tower, блочный. Прекрасная квартира с шикарным видом на горы. Три отдельные комнаты, спальная, детская, гостиная, кухня, два санузла с ванной и джакузи, а также...",112
"2-комнатная квартира, Калкаман-2 мкр-н, 11",24000000,/obyavleniya/prodazha-kvartiry-55m-v-almaty-3076778/,"['Калкаман-2 мкр-н', '11']",1987,"панельный. Встроенная кухня, счётчики, комнаты изолированы, кондиционер, улучшенная, пластиковые окна, новая сантехника, не угловая.  Не угловая, тёплая, светлая квартира. Сырости...",55
"3-комнатная квартира, Абая, 150",60600000,/obyavleniya/prodazha-kvartiry-103m-v-almaty-3076771/,"['Абая', '150']",2018,"ЖК Гаухартас, монолитный. Представляем Вашему вниманию уютную квартиру в тихом и комфортном для проживания районе. Вблизи дома есть детские площадки, футбольные поля и места для...",103
"2-комнатная квартира, Жетысу-2 мкр-н, 56",35500000,/obyavleniya/prodazha-kvartiry-56m-v-almaty-3076770/,"['Жетысу-2 мкр-н', '56']",1992,"кирпичный. Не угловая, комнаты изолированы, встроенная кухня, счётчики, тихий двор.  Квартира в отличном состоянии. После ремонта! Отдадим вместе с мебелью и кухонной гарнитурой. ...",56
"3-комнатная квартира, Сатпаева, 74",40000000,/obyavleniya/prodazha-kvartiry-79m-v-almaty-3076767/,"['Сатпаева', '74']",1979,"панельный. Представляем Вашему вниманию уютную квартиру в тихом и комфортном для проживания районе. Вблизи дома есть детские площадки, футбольные поля и места для занятия спортом...",79
"1-комнатная квартира, Розыбакиева, 136",26000000,/obyavleniya/prodazha-kvartiry-39.5m-v-almaty-3076763/,"['Розыбакиева', '136']",1986,"монолитный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, наземный паркинг, без лифта, ремонт по дизайн-проекту, также имеются: телефон, интернет, кабельное...",39.5
"2-комнатная квартира, Аксай-4 мкр-н, 72",28500000,/obyavleniya/prodazha-kvartiry-50m-v-almaty-3076762/,"['Аксай-4 мкр-н', '72']",1987,"панельный. Представляем Вашему вниманию уютную квартиру в тихом и комфортном для проживания районе. Вблизи дома есть детские площадки, футбольные поля и места для занятия спортом...",50
"3-комнатная квартира, Бухар Жырау, 35",95000000,/obyavleniya/prodazha-kvartiry-107m-v-almaty-3076760/,"['Бухар Жырау', '35']",2019,"ЖК Престиж, монолитный. Не угловая, комнаты изолированы, кухня-студия, встроенная кухня, новая сантехника, кладовка, тихий двор. Уютная, светлая квартира для семьи! - Ремонт делали...",107
"2-комнатная квартира, Янушкевича, 18",30300000,/obyavleniya/prodazha-kvartiry-57m-v-almaty-3076758/,"['Янушкевича', '18']",2008,"монолитный. Пластиковые окна, не угловая, улучшенная, комнаты изолированы.  Продается теплая и уютная, 2-комнатная квартира в очень востребованном районе. В подъезде сделан ремонт,...",57
title,price,href,address,year,content,area
"3-комнатная квартира, Айнабулак-3 мкр-н, 133",29500000,/obyavleniya/prodazha-kvartiry-65.6m-v-almaty-3076568/,"['Айнабулак-3 мкр-н', '133']",1985,"панельный. Кондиционер, пластиковые окна, комнаты изолированы, счётчики, тихий двор.  Светлая, просторная квартира с утепленными стенами, совершенно новые окна и балкон, ставили в...",65.6
"2-комнатная квартира, Навои, 208 - Торайгырова",48700000,/obyavleniya/prodazha-kvartiry-83m-v-almaty-3076549/,"['Навои', '208\xa0- Торайгырова']",2016,"ЖК Шахристан, монолитный. Улучшенная, новая сантехника, не комнаты изолированы, встроенная кухня, счётчики, тихий двор, пластиковые окна, кладовка.  Самый верхний и новый блок....",83
"3-комнатная квартира, Айнабулак-2 мкр-н, 32",30000000,/obyavleniya/prodazha-kvartiry-64m-v-almaty-3076545/,"['Айнабулак-2 мкр-н', '32']",2015,"монолитный. Новая сантехника, тихий двор, пластиковые окна, комнаты изолированы, улучшенная, встроенная кухня.  Квартира очень тёплая, вся инфраструктура в шаговой доступности....",64
"2-комнатная квартира, Саина, 28",29000000,/obyavleniya/prodazha-kvartiry-45.8m-v-almaty-3076538/,"['Саина', '28']",1971,"панельный. Пластиковые окна, не угловая, улучшенная, счётчики, тихий двор.  Квартира в перспективно-развивающимся районе. Удобное расположение. Рядом Магнум, Алматы Арена. ЦОН,...",45.8
"3-комнатная квартира, Саялы мкр-н, 67",33000000,/obyavleniya/prodazha-kvartiry-77m-v-almaty-3008378/,"['Саялы мкр-н', '67']",2017,"монолитный. Изолированные комнаты, не угловая, панорамный вид, солнечная сторона, ремонт, санузел раздельный, 2 санузла, домофон, лоджия, пластиковые окна, с мебелью, встроенная...",77
"2-комнатная квартира, Абая, 165 - Тургута Озала",40000000,/obyavleniya/prodazha-kvartiry-68.73m-v-almaty-3015281/,"['Абая', '165\xa0- Тургута Озала']",2022,"ЖК O'NER, монолитный. Изолированные комнаты, панорамный вид, застекленная.    Жилой комплекс ""Oner/Онер"".    Комфорт класс. Каркас – монолитный.  Видеонаблюдение 24/7. ...",68.73
"1-комнатная квартира, Орбита-3 мкр-н, 52",9500000,/obyavleniya/prodazha-kvartiry-24m-v-almaty-3076193/,"['Орбита-3 мкр-н', '52']",1979,"кирпичный. Срочно продам 1-комнатную квартиру в Орбита 3 в приватизационном общежитии в подъездного типа. Кирпичный. В отличном состоянии. Душ, туалет свои но коридоре находится....",24
